"","player","pos","age","bref_team_id","g","gs","mp","fg","fga","fg.","x3p","x3pa","x3p.","x2p","x2pa","x2p.","ft","fta","ft.","orb","drb","trb","ast","stl","blk","tov","pf","pts","table_name","season","data_source","scrape_time"
"16526","Keith Erickson","SF",26,"LAL",73,0,31.1,5.1,10.7,47.1,0,0,0,5.1,10.7,47.1,1.2,1.5,75.9,0,0,5.5,3.1,0,0,0,3.3,11.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16527","Greg Fillmore","C",23,"NYK",39,0,6.9,1.2,2.6,44.1,0,0,0,1.2,2.6,44.1,0.3,0.7,48.1,0,0,2.4,0.4,0,0,0,2.1,2.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16528","Hank Finkel","C",28,"BOS",80,0,15.4,2.7,6.1,43.8,0,0,0,2.7,6.1,43.8,1.2,1.6,73.2,0,0,4.3,1,0,0,0,2.5,6.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16529","Levi Fontaine","SG",22,"SFW",35,0,6,1.5,4.1,36.6,0,0,0,1.5,4.1,36.6,0.8,1.1,75.7,0,0,0.4,0.6,0,0,0,0.8,3.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16530","Jake Ford","G",24,"SEA",5,0,13.6,1.8,5,36,0,0,0,1.8,5,36,3.2,4.4,72.7,0,0,1.8,1.8,0,0,0,2.2,6.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16531","Fred Foster","SF",24,"TOT",67,0,13.6,2.2,5.5,40.2,0,0,0,2.2,5.5,40.2,1.1,1.6,68.9,0,0,2.3,0.9,0,0,0,1.7,5.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16532","Jim Fox","C",27,"CHI",82,0,19.9,3.4,7.5,45.8,0,0,0,3.4,7.5,45.8,2.9,3.9,74.5,0,0,7.3,2.4,0,0,0,2.6,9.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16533","Walt Frazier","PG",25,"NYK",80,0,43.2,8.1,16.5,49.4,0,0,0,8.1,16.5,49.4,5.4,7,77.9,0,0,6.8,6.7,0,0,0,3,21.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16534","Gary Freeman","SF",22,"TOT",52,0,7.3,1.3,2.6,51.5,0,0,0,1.3,2.6,51.5,0.6,0.8,72.5,0,0,2,0.7,0,0,0,1.3,3.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16535","Dick Garrett","PG",24,"BUF",75,0,31.7,5,12,41.4,0,0,0,5,12,41.4,2.9,3.3,86.9,0,0,3.9,3.5,0,0,0,3.9,12.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16536","Herm Gilliam","SG",24,"BUF",80,0,26,4.7,11.2,42.2,0,0,0,4.7,11.2,42.2,1.8,2.4,75.1,0,0,4.2,3.6,0,0,0,3.1,11.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16537","Walt Gilmore","PF",23,"POR",27,0,9.7,0.9,2,42.6,0,0,0,0.9,2,42.6,0.4,1,46.2,0,0,2.7,0.4,0,0,0,1.8,2.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16538","Gail Goodrich","SG",27,"LAL",79,0,35.5,7.1,14.9,47.5,0,0,0,7.1,14.9,47.5,3.3,4.3,77,0,0,3.3,4.8,0,0,0,3.3,17.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16539","Bob Greacen","SF",23,"MIL",2,0,21.5,0.5,6,8.3,0,0,0,0.5,6,8.3,1.5,3.5,42.9,0,0,3,6.5,0,0,0,3.5,2.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16540","Johnny Green","PF",37,"CIN",75,0,28.6,6.7,11.4,58.7,0,0,0,6.7,11.4,58.7,3.3,5.4,61.7,0,0,8.7,1.2,0,0,0,3.1,16.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16541","Lamar Green","PF",23,"PHO",68,0,19.5,2.5,5.4,45.3,0,0,0,2.5,5.4,45.3,0.9,1.6,60.4,0,0,6.9,0.8,0,0,0,3,5.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16542","Hal Greer","SG",34,"PHI",81,0,37.8,7.3,16.9,43.1,0,0,0,7.3,16.9,43.1,4,5,80.5,0,0,4.5,4.6,0,0,0,3.6,18.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16543","Gary Gregor","PF",25,"POR",44,0,26.2,4.1,9.6,43,0,0,0,4.1,9.6,43,1.3,2,66.3,0,0,7.6,1.8,0,0,0,2.7,9.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16544","Matt Guokas","SG",26,"TOT",79,0,28,2.6,5.3,49.3,0,0,0,2.6,5.3,49.3,1.3,1.7,73.2,0,0,2,4.3,0,0,0,2.4,6.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16545","Happy Hairston","PF",28,"LAL",80,0,36.5,7.2,15.4,46.6,0,0,0,7.2,15.4,46.6,4.2,5.4,78.2,0,0,10,2.1,0,0,0,3.2,18.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16546","Shaler Halimon","SF",25,"TOT",81,0,20.4,3.7,9.7,38.4,0,0,0,3.7,9.7,38.4,1.3,2,66,0,0,5.1,2.7,0,0,0,2.3,8.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16547","Art Harris","PG",24,"PHO",56,0,17,3.6,8.6,41.1,0,0,0,3.6,8.6,41.1,1.2,2,61.1,0,0,1.8,2.4,0,0,0,2.4,8.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16548","Clem Haskins","PG",27,"PHO",82,0,33.7,6.9,15.6,44,0,0,0,6.9,15.6,44,4.1,5.3,78.4,0,0,4,4.7,0,0,0,2.5,17.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16549","John Havlicek","SF",30,"BOS",81,0,45.4,11,24.5,45,0,0,0,11,24.5,45,6.8,8.4,81.8,0,0,9,7.5,0,0,0,2.5,28.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16550","Connie Hawkins","SF",28,"PHO",71,0,37.5,7.2,16.6,43.4,0,0,0,7.2,16.6,43.4,6.4,7.9,81.6,0,0,9.1,4.5,0,0,0,2.8,20.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16551","Elvin Hayes","C",25,"SDR",82,0,44.3,11.6,27,42.8,0,0,0,11.6,27,42.8,5.5,8.2,67.2,0,0,16.6,2.3,0,0,0,2.7,28.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16552","Spencer Haywood","PF",21,"SEA",33,0,35.2,7.9,17.5,44.9,0,0,0,7.9,17.5,44.9,4.8,6.6,73.4,0,0,12,1.5,0,0,0,2.5,20.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16553","Gar Heard","PF",22,"SEA",65,0,15.8,2.3,6.1,38.1,0,0,0,2.3,6.1,38.1,1.3,1.9,65.6,0,0,5,0.7,0,0,0,1.9,5.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16554","Al Henry","C",21,"PHI",6,0,4.3,0.2,1,16.7,0,0,0,0.2,1,16.7,0.8,1.2,71.4,0,0,1.8,0,0,0,0,0.2,1.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16555","Fred Hetzel","SF",28,"LAL",59,0,10.4,1.9,4.3,43.4,0,0,0,1.9,4.3,43.4,1,1.3,77.9,0,0,2.5,0.6,0,0,0,1.7,4.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16556","Bill Hewitt","PF",26,"DET",62,0,27.8,3.3,7,46.7,0,0,0,3.3,7,46.7,1.1,1.9,57.5,0,0,7.3,2,0,0,0,3,7.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16557","A.W. Holt","SF",24,"CHI",6,0,2.3,0.2,1.3,12.5,0,0,0,0.2,1.3,12.5,0.3,0.5,66.7,0,0,0.7,0,0,0,0,0.2,0.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16558","Bill Hosket","PF",24,"BUF",13,0,16.7,3.6,6.9,52.2,0,0,0,3.6,6.9,52.2,0.8,1.3,64.7,0,0,5.8,1.5,0,0,0,2.1,8.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16559","Greg Howard","PF",23,"PHO",44,0,9.7,1.5,3.9,39.3,0,0,0,1.5,3.9,39.3,0.8,1.3,63.8,0,0,2.7,0.6,0,0,0,1.5,3.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16560","Bailey Howell","PF",34,"PHI",82,0,19.4,4,8.4,47.2,0,0,0,4,8.4,47.2,2.8,3.8,73,0,0,5.4,1.4,0,0,0,2.9,10.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16561","Lou Hudson","SF",26,"ATL",76,0,41,10.9,22.5,48.4,0,0,0,10.9,22.5,48.4,5,6.6,75.9,0,0,5.1,3.4,0,0,0,2.4,26.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16562","John Hummer","C",22,"BUF",81,0,32.6,4.2,9.4,44.4,0,0,0,4.2,9.4,44.4,2.9,5,58,0,0,8.9,2,0,0,0,3.5,11.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16563","Greg Hyder","SF",22,"CIN",77,0,17.6,2.4,5.3,44.7,0,0,0,2.4,5.3,44.7,0.7,0.9,71.8,0,0,4.3,0.6,0,0,0,2.4,5.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16564","Darrall Imhoff","C",32,"CIN",34,0,24.3,3.5,7.6,46.1,0,0,0,3.5,7.6,46.1,1.1,2.1,50.7,0,0,6.9,2.3,0,0,0,3.5,8.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16565","Luke Jackson","C",29,"PHI",79,0,22.5,2.5,6.7,37.6,0,0,0,2.5,6.7,37.6,1.7,2.4,69.3,0,0,7.2,1.9,0,0,0,2.7,6.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16566","Phil Jackson","PF",25,"NYK",71,0,10.9,1.7,3.7,44.9,0,0,0,1.7,3.7,44.9,1.3,1.9,71.4,0,0,3.4,0.4,0,0,0,2.4,4.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16567","George Johnson","C",23,"BAL",24,0,14,1.7,4.2,41,0,0,0,1.7,4.2,41,0.5,1.3,36.7,0,0,4.8,0.4,0,0,0,2.6,3.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16568","Gus Johnson","PF",32,"BAL",66,0,38.5,7.5,16.5,45.3,0,0,0,7.5,16.5,45.3,3.2,4.4,73.8,0,0,17.1,2.9,0,0,0,3.4,18.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16569","John Johnson","SF",23,"CLE",67,0,34.5,6.5,15.4,42.2,0,0,0,6.5,15.4,42.2,3.6,4.4,80.5,0,0,6.8,4.8,0,0,0,3.7,16.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16570","Rich Johnson","C",24,"BOS",1,0,13,4,5,80,0,0,0,4,5,80,0,0,0,0,0,5,0,0,0,0,3,8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16571","Nick Jones","SG",25,"SFW",81,0,14.6,2.8,6.5,43,0,0,0,2.8,6.5,43,1.4,1.9,73.5,0,0,1.4,1.4,0,0,0,2.4,6.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16572","Wali Jones","SG",28,"PHI",41,0,23.5,4.1,10.2,40.2,0,0,0,4.1,10.2,40.2,1.9,2.5,78.2,0,0,1.6,3.1,0,0,0,2.7,10.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16573","Bob Kauffman","PF",24,"BUF",78,0,35.6,7.9,16.8,47.1,0,0,0,7.9,16.8,47.1,4.6,6.2,74,0,0,10.7,4.5,0,0,0,3.4,20.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16574","Earnie Killum","G",22,"LAL",4,0,3,0,1,0,0,0,0,0,1,0,0.3,0.3,100,0,0,0.5,0,0,0,0,0.3,0.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16575","Toby Kimball","PF",28,"SDR",80,0,13.8,1.4,3.6,38.7,0,0,0,1.4,3.6,38.7,0.6,1.4,47.2,0,0,5.1,0.8,0,0,0,1.6,3.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16576","Jim King","PG",29,"CHI",55,0,11.7,1.8,4.1,43.9,0,0,0,1.8,4.1,43.9,1.2,1.4,81,0,0,1.2,1.4,0,0,0,1,4.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16577","Ron Knight","PF",23,"POR",52,0,12.7,1.9,4.4,43,0,0,0,1.9,4.4,43,0.4,0.7,50,0,0,3.2,1,0,0,0,1.9,4.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16578","Don Kojis","SF",32,"SEA",79,0,27.1,5.7,12.9,44.6,0,0,0,5.7,12.9,44.6,3.2,4.1,77.8,0,0,5.5,1.6,0,0,0,2.8,14.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16579","Howard Komives","PG",29,"DET",82,0,23.6,3.4,8.7,38.5,0,0,0,3.4,8.7,38.5,1.5,1.8,80.1,0,0,1.9,3.2,0,0,0,2.2,8.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16580","Steve Kuberski","PF",23,"BOS",82,0,22.8,3.8,9.1,42,0,0,0,3.8,9.1,42,1.6,2.2,72.7,0,0,6.6,1,0,0,0,2.4,9.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16581","Sam Lacey","C",22,"CIN",81,0,32.7,5.8,13.8,41.8,0,0,0,5.8,13.8,41.8,1.9,2.8,68.7,0,0,11.3,1.4,0,0,0,3.3,13.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16582","Bob Lanier","C",22,"DET",82,0,24.6,6.1,13.5,45.5,0,0,0,6.1,13.5,45.5,3.3,4.6,72.6,0,0,8.1,1.8,0,0,0,3.3,15.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16583","Stu Lantz","SG",24,"SDR",82,0,37.8,7.1,15.9,44.8,0,0,0,7.1,15.9,44.8,6.3,7.9,80.6,0,0,5,4.2,0,0,0,2.8,20.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16584","Clyde Lee","C",26,"SFW",82,0,17,2.4,5.2,45.3,0,0,0,2.4,5.2,45.3,1.4,2.4,55.8,0,0,7,0.8,0,0,0,1.7,6.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16585","Bobby Lewis","SG",25,"CLE",79,0,23.4,2.3,6.1,37,0,0,0,2.3,6.1,37,1.4,1.9,71.7,0,0,2.6,3.1,0,0,0,2.2,5.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16586","Paul Long","SG",26,"BUF",30,0,7.1,1.9,4,47.5,0,0,0,1.9,4,47.5,0.7,0.8,83.3,0,0,1,0.8,0,0,0,0.8,4.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16587","Kevin Loughery","SG",30,"BAL",82,0,27.6,5.9,14.5,40.3,0,0,0,5.9,14.5,40.3,3.4,4,83.1,0,0,2.7,3.7,0,0,0,3,15.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16588","Bob Love","PF",28,"CHI",81,0,43,9.4,21.1,44.7,0,0,0,9.4,21.1,44.7,6.3,7.6,82.9,0,0,8.5,2.3,0,0,0,3.2,25.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16589","Jerry Lucas","PF",30,"SFW",80,0,40.6,7.8,15.6,49.8,0,0,0,7.8,15.6,49.8,3.6,4.6,78.7,0,0,15.8,3.7,0,0,0,2.5,19.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16590","Mike Lynn","SF",25,"BUF",5,0,5,0.4,1.4,28.6,0,0,0,0.4,1.4,28.6,0.6,0.6,100,0,0,0.8,0.2,0,0,0,1.8,1.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16591","Ed Manning","PF",27,"POR",79,0,19.7,3.1,7.1,43.5,0,0,0,3.1,7.1,43.5,0.9,1.2,80.6,0,0,5.2,1.4,0,0,0,2.5,7.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16592","Pete Maravich","SG",23,"ATL",81,0,36.1,9.1,19.9,45.8,0,0,0,9.1,19.9,45.8,5,6.2,80,0,0,3.7,4.4,0,0,0,2.9,23.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16593","Jack Marin","SF",26,"BAL",82,0,35.6,7.6,16.6,46,0,0,0,7.6,16.6,46,3.5,4.2,84.8,0,0,6.3,2.6,0,0,0,3.2,18.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16594","Harvey Marlatt","SG",22,"DET",23,0,9.3,1.1,3.5,31.3,0,0,0,1.1,3.5,31.3,0.7,0.8,83.3,0,0,1,1.3,0,0,0,1.2,2.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16595","Eddie Mast","PF",22,"NYK",30,0,5.5,0.8,2.2,37.9,0,0,0,0.8,2.2,37.9,0.4,0.7,55,0,0,1.9,0.1,0,0,0,0.8,2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16596","Don May","SF",25,"BUF",76,0,35.1,8.3,17.6,47.1,0,0,0,8.3,17.6,47.1,3.6,4.6,79.1,0,0,7.5,2,0,0,0,2.9,20.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16597","Willie McCarter","SG",24,"LAL",76,0,18,3.3,7.8,41.7,0,0,0,3.3,7.8,41.7,0.6,1,59.7,0,0,1.6,1.7,0,0,0,2,7.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16598","Jon McGlocklin","SG",27,"MIL",82,0,35.3,7,13.1,53.5,0,0,0,7,13.1,53.5,1.8,2,86.2,0,0,2.7,3.7,0,0,0,2.3,15.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16599","Stan McKenzie","SF",26,"POR",82,0,27.9,4.9,11,44.1,0,0,0,4.9,11,44.1,4,4.8,83.6,0,0,3.8,2.9,0,0,0,2.9,13.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16600","McCoy McLemore","SF",28,"TOT",86,0,26.2,3.5,9.2,38.5,0,0,0,3.5,9.2,38.5,2.4,3,78.2,0,0,6.6,2.4,0,0,0,2.7,9.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16601","Jim McMillian","SF",22,"LAL",81,0,21.6,3.6,7.8,45.9,0,0,0,3.6,7.8,45.9,1.2,1.6,76.9,0,0,4.1,1.6,0,0,0,1.5,8.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16602","Tom Meschery","PF",32,"SEA",79,0,23.1,3.6,7.8,46.3,0,0,0,3.6,7.8,46.3,2.1,2.7,75,0,0,6.1,1.4,0,0,0,2.6,9.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16603","Larry Mikan","SF",22,"CLE",53,0,10.1,1.2,3.5,33.3,0,0,0,1.2,3.5,33.3,0.6,1,61.8,0,0,2.6,0.8,0,0,0,1.1,3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16604","Eddie Miles","SG",30,"BAL",63,0,24.5,4,9.4,42.6,0,0,0,4,9.4,42.6,1.9,2.3,80.3,0,0,2.7,1.7,0,0,0,1.9,9.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16605","Steve Mix","SF",23,"DET",35,0,20.9,3.2,7.1,44.6,0,0,0,3.2,7.1,44.6,1.9,2.5,76.4,0,0,4.7,1,0,0,0,2.1,8.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16606","Earl Monroe","PG",26,"BAL",81,0,35.1,8.2,18.5,44.2,0,0,0,8.2,18.5,44.2,5,6.2,80.2,0,0,2.6,4.4,0,0,0,2.7,21.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16607","Otto Moore","C",24,"DET",82,0,23.5,3.8,8.5,44.5,0,0,0,3.8,8.5,44.5,1.5,2.7,55.3,0,0,8.5,1.1,0,0,0,2.2,9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16608","Rex Morgan","SG",22,"BOS",34,0,7.8,1.2,3,40.2,0,0,0,1.2,3,40.2,1,1.6,64.8,0,0,1.8,0.6,0,0,0,1.7,3.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16609","Erwin Mueller","PF",26,"DET",52,0,23.5,2.4,5.9,40.8,0,0,0,2.4,5.9,40.8,1.2,2.1,55.6,0,0,4.3,2.2,0,0,0,1.9,6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16610","Jeff Mullins","SG",28,"SFW",75,0,38.8,8.4,17.4,48.2,0,0,0,8.4,17.4,48.2,4,4.8,84.4,0,0,4.5,4.4,0,0,0,3.3,20.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16611","Calvin Murphy","PG",22,"SDR",82,0,24.6,5.7,12.5,45.8,0,0,0,5.7,12.5,45.8,4.3,5.3,82,0,0,3,4,0,0,0,3.2,15.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16612","Dorie Murrey","PF",27,"TOT",71,0,10.1,1.1,2.5,43.8,0,0,0,1.1,2.5,43.8,1.1,1.6,67,0,0,3.1,0.5,0,0,0,2.1,3.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16613","Don Nelson","SF",30,"BOS",82,0,27.5,5,10.7,46.8,0,0,0,5,10.7,46.8,3.9,5.2,74.4,0,0,6.9,1.9,0,0,0,2.8,13.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16614","Bud Ogden","SF",24,"PHI",27,0,4.9,0.9,2.4,36.4,0,0,0,0.9,2.4,36.4,0.7,1,69.2,0,0,0.7,0.6,0,0,0,0.8,2.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16615","Ralph Ogden","F",23,"SFW",32,0,5.1,0.5,2.2,23.9,0,0,0,0.5,2.2,23.9,0.3,0.4,66.7,0,0,1,0.3,0,0,0,0.5,1.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16616","Charlie Paulk","PF",24,"CIN",68,0,17.8,4,9.4,43,0,0,0,4,9.4,43,1.2,1.9,60.3,0,0,4.7,0.4,0,0,0,2.7,9.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16617","Curtis Perry","C",22,"SDR",18,0,5.6,1.2,2.7,43.8,0,0,0,1.2,2.7,43.8,0.6,1.1,55,0,0,1.7,0.3,0,0,0,1.2,2.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16618","Geoff Petrie","SG",22,"POR",82,0,37,9.6,21.6,44.3,0,0,0,9.6,21.6,44.3,5.6,7.3,77.2,0,0,3.4,4.8,0,0,0,2.4,24.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16619","Bob Portman","SG",23,"SFW",68,0,20.5,3.3,7.1,45.8,0,0,0,3.3,7.1,45.8,1.1,1.6,72.6,0,0,4.7,1,0,0,0,1.9,7.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16620","Mike Price","SG",22,"NYK",56,0,4.5,0.5,1.4,37,0,0,0,0.5,1.4,37,0.4,0.6,70.6,0,0,0.5,0.2,0,0,0,1,1.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16621","Bob Quick","SF",24,"DET",56,0,20.5,2.8,6.1,45.5,0,0,0,2.8,6.1,45.5,2.5,3.1,78.4,0,0,4.1,1,0,0,0,2.5,8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16622","Luther Rackley","C",24,"CLE",74,0,19.4,3,6.4,46.6,0,0,0,3,6.4,46.6,1.6,2.6,63.7,0,0,5.3,0.9,0,0,0,2.5,7.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16623","Willis Reed","C",28,"NYK",73,0,39.1,8.4,18.2,46.2,0,0,0,8.4,18.2,46.2,4.1,5.2,78.5,0,0,13.7,2,0,0,0,3.1,20.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16624","Bob Riley","F",22,"ATL",7,0,5.6,0.6,1.3,44.4,0,0,0,0.6,1.3,44.4,0.7,1.3,55.6,0,0,1.7,0.1,0,0,0,0.7,1.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16625","Pat Riley","SG",25,"LAL",54,0,9.4,1.9,4.7,41.3,0,0,0,1.9,4.7,41.3,1,1.6,64.4,0,0,1,1.3,0,0,0,1.6,4.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16626","Mike Riordan","SF",25,"NYK",82,0,16.1,2,4.7,41.8,0,0,0,2,4.7,41.8,0.8,1.3,62,0,0,2.1,1.5,0,0,0,1.8,4.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16627","Rick Roberson","C",23,"LAL",65,0,14,1.9,4.6,41.5,0,0,0,1.9,4.6,41.5,1.4,2.2,61.5,0,0,4.7,0.7,0,0,0,1.9,5.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16628","Oscar Robertson","PG",32,"MIL",81,0,39.4,7.3,14.7,49.6,0,0,0,7.3,14.7,49.6,4.8,5.6,85,0,0,5.7,8.2,0,0,0,2.5,19.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16629","Flynn Robinson","SG",29,"CIN",71,0,19.3,5.3,11.5,45.8,0,0,0,5.3,11.5,45.8,2.7,3.2,85.5,0,0,2,1.9,0,0,0,2.3,13.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16630","Paul Ruffner","C",22,"CHI",10,0,6,1.5,3.5,42.9,0,0,0,1.5,3.5,42.9,0.4,0.8,50,0,0,1.6,0.2,0,0,0,1,3.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
